"","gene_short_name","feature"
"WNT3","WNT3","NA"
"WNT9B","WNT9B","NA"
"LINC01974","LINC01974","NA"
"AC005670.1","AC005670.1","NA"
"GOSR2","GOSR2","NA"
"AC005670.2","AC005670.2","NA"
"RPRML","RPRML","NA"
"CDC27","CDC27","NA"
"AC002558.2","AC002558.2","NA"
"MYL4","MYL4","NA"
"ITGB3","ITGB3","NA"
"AC068234.1","AC068234.1","NA"
"AC068234.3","AC068234.3","NA"
"AC068234.2","AC068234.2","NA"
"EFCAB13","EFCAB13","NA"
"AC040934.1","AC040934.1","NA"
"NPEPPS","NPEPPS","NA"
"AC025682.1","AC025682.1","NA"
"KPNB1","KPNB1","NA"
"AC015674.1","AC015674.1","NA"
"TBKBP1","TBKBP1","NA"
"TBX21","TBX21","NA"
"OSBPL7","OSBPL7","NA"
"MRPL10","MRPL10","NA"
"LRRC46","LRRC46","NA"
"SCRN2","SCRN2","NA"
"SP6","SP6","NA"
"AC018521.3","AC018521.3","NA"
"AC018521.7","AC018521.7","NA"
"SP2","SP2","NA"
"SP2.AS1","SP2-AS1","NA"
"AC018521.6","AC018521.6","NA"
"PNPO","PNPO","NA"
"AC018521.2","AC018521.2","NA"
"PRR15L","PRR15L","NA"
"CDK5RAP3","CDK5RAP3","NA"
"AC018521.4","AC018521.4","NA"
"COPZ2","COPZ2","NA"
"NFE2L1","NFE2L1","NA"
"AC004477.2","AC004477.2","NA"
"AC004477.3","AC004477.3","NA"
"CBX1","CBX1","NA"
"SNX11","SNX11","NA"
"SKAP1","SKAP1","NA"
"SKAP1.AS1","SKAP1-AS1","NA"
"AC090627.1","AC090627.1","NA"
"AC036222.1","AC036222.1","NA"
"HOXB1","HOXB1","NA"
"HOXB2","HOXB2","NA"
"HOXB.AS1","HOXB-AS1","NA"
"HOXB3","HOXB3","NA"
"HOXB.AS3","HOXB-AS3","NA"
"HOXB.AS2","HOXB-AS2","NA"
"HOXB4","HOXB4","NA"
"HOXB5","HOXB5","NA"
"HOXB6","HOXB6","NA"
"HOXB7","HOXB7","NA"
"HOXB8","HOXB8","NA"
"HOXB9","HOXB9","NA"
"HOXB.AS4","HOXB-AS4","NA"
"AC103702.2","AC103702.2","NA"
"LINC02086","LINC02086","NA"
"PRAC1","PRAC1","NA"
"PRAC2","PRAC2","NA"
"HOXB13","HOXB13","NA"
"AC091179.1","AC091179.1","NA"
"TTLL6","TTLL6","NA"
"CALCOCO2","CALCOCO2","NA"
"ATP5MC1","ATP5MC1","NA"
"UBE2Z","UBE2Z","NA"
"SNF8","SNF8","NA"
"AC091133.1","AC091133.1","NA"
"GIP","GIP","NA"
"AC091133.2","AC091133.2","NA"
"IGF2BP1","IGF2BP1","NA"
"AC091133.3","AC091133.3","NA"
"B4GALNT2","B4GALNT2","NA"
"GNGT2","GNGT2","NA"
"ABI3","ABI3","NA"
"PHOSPHO1","PHOSPHO1","NA"
"ZNF652","ZNF652","NA"
"AC091180.2","AC091180.2","NA"
"AC091180.5","AC091180.5","NA"
"AC091180.4","AC091180.4","NA"
"PHB","PHB","NA"
"AC091180.3","AC091180.3","NA"
"LINC02075","LINC02075","NA"
"NGFR","NGFR","NA"
"AC006487.1","AC006487.1","NA"
"AC006487.2","AC006487.2","NA"
"NXPH3","NXPH3","NA"
"SPOP","SPOP","NA"
"SLC35B1","SLC35B1","NA"
"AC015795.1","AC015795.1","NA"
"FAM117A","FAM117A","NA"
"KAT7","KAT7","NA"
"AC027801.4","AC027801.4","NA"
"TAC4","TAC4","NA"
"FLJ45513","FLJ45513","NA"
"AC027801.1","AC027801.1","NA"
"AC027801.3","AC027801.3","NA"
"DLX4","DLX4","NA"
"DLX3","DLX3","NA"
"AC009720.2","AC009720.2","NA"
"AC009720.1","AC009720.1","NA"
"ITGA3","ITGA3","NA"
"AC002401.4","AC002401.4","NA"
"PDK2","PDK2","NA"
"AC002401.3","AC002401.3","NA"
"AC002401.2","AC002401.2","NA"
"SAMD14","SAMD14","NA"
"PPP1R9B","PPP1R9B","NA"
"AC002401.1","AC002401.1","NA"
"AC015909.2","AC015909.2","NA"
"AC015909.3","AC015909.3","NA"
"SGCA","SGCA","NA"
"COL1A1","COL1A1","NA"
"AC015909.1","AC015909.1","NA"
"AC015909.4","AC015909.4","NA"
"LINC01969","LINC01969","NA"
"TMEM92","TMEM92","NA"
"TMEM92.AS1","TMEM92-AS1","NA"
"XYLT2","XYLT2","NA"
"MRPL27","MRPL27","NA"
"EME1","EME1","NA"
"LRRC59","LRRC59","NA"
"AC004707.1","AC004707.1","NA"
"ACSF2","ACSF2","NA"
"CHAD","CHAD","NA"
"AC021491.4","AC021491.4","NA"
"RSAD1","RSAD1","NA"
"AC021491.1","AC021491.1","NA"
"MYCBPAP","MYCBPAP","NA"
"EPN3","EPN3","NA"
"SPATA20","SPATA20","NA"
"CACNA1G.AS1","CACNA1G-AS1","NA"
"CACNA1G","CACNA1G","NA"
"AC021491.3","AC021491.3","NA"
"AC004590.1","AC004590.1","NA"
"ABCC3","ABCC3","NA"
"ANKRD40","ANKRD40","NA"
"AC005921.2","AC005921.2","NA"
"LUC7L3","LUC7L3","NA"
"LINC00483","LINC00483","NA"
"WFIKKN2","WFIKKN2","NA"
"AC091062.1","AC091062.1","NA"
"TOB1","TOB1","NA"
"AC005920.4","AC005920.4","NA"
"AC005920.1","AC005920.1","NA"
"AC005920.3","AC005920.3","NA"
"SPAG9","SPAG9","NA"
"AC005920.2","AC005920.2","NA"
"NME1","NME1","NA"
"NME1.NME2","NME1-NME2","NA"
"NME2","NME2","NA"
"MBTD1","MBTD1","NA"
"UTP18","UTP18","NA"
"LINC02071","LINC02071","NA"
"AC005823.2","AC005823.2","NA"
"AC005823.1","AC005823.1","NA"
"LINC02072","LINC02072","NA"
"LINC02073","LINC02073","NA"
"CA10","CA10","NA"
"LINC01982","LINC01982","NA"
"LINC02089","LINC02089","NA"
"C17orf112","C17ORF112","NA"
"KIF2B","KIF2B","NA"
"TOM1L1","TOM1L1","NA"
"COX11","COX11","NA"
"AC007485.1","AC007485.1","NA"
"STXBP4","STXBP4","NA"
"HLF","HLF","NA"
"AC007638.2","AC007638.2","NA"
"AC007638.1","AC007638.1","NA"
"MMD","MMD","NA"
"SMIM36","SMIM36","NA"
"TMEM100","TMEM100","NA"
"PCTP","PCTP","NA"
"AC090618.1","AC090618.1","NA"
"ANKFN1","ANKFN1","NA"
"NOG","NOG","NA"
"C17orf67","C17ORF67","NA"
"DGKE","DGKE","NA"
"TRIM25","TRIM25","NA"
"AC015912.1","AC015912.1","NA"
"AC015912.3","AC015912.3","NA"
"COIL","COIL","NA"
"AC004584.1","AC004584.1","NA"
"SCPEP1","SCPEP1","NA"
"AC007114.1","AC007114.1","NA"
"AKAP1","AKAP1","NA"
"AC007114.2","AC007114.2","NA"
"MSI2","MSI2","NA"
"AC007431.2","AC007431.2","NA"
"AC007431.1","AC007431.1","NA"
"CCDC182","CCDC182","NA"
"AC015845.2","AC015845.2","NA"
"MRPS23","MRPS23","NA"
"CUEDC1","CUEDC1","NA"
"AC015845.1","AC015845.1","NA"
"AC015813.4","AC015813.4","NA"
"VEZF1","VEZF1","NA"
"AC015813.2","AC015813.2","NA"
"AC015813.1","AC015813.1","NA"
"SRSF1","SRSF1","NA"
"AC015813.3","AC015813.3","NA"
"DYNLL2","DYNLL2","NA"
"OR4D1","OR4D1","NA"
"OR4D2","OR4D2","NA"
"EPX","EPX","NA"
"AC005962.1","AC005962.1","NA"
"MKS1","MKS1","NA"
"LPO","LPO","NA"
"MPO","MPO","NA"
"TSPOAP1","TSPOAP1","NA"
"TSPOAP1.AS1","TSPOAP1-AS1","NA"
"AC004687.1","AC004687.1","NA"
"SUPT4H1","SUPT4H1","NA"
"RNF43","RNF43","NA"
"HSF5","HSF5","NA"
"MTMR4","MTMR4","NA"
"SEPT4.AS1","SEPT4-AS1","NA"
"SEPT4","SEPT4","NA"
"C17orf47","C17ORF47","NA"
"TEX14","TEX14","NA"
"AC011195.2","AC011195.2","NA"
"RAD51C","RAD51C","NA"
"AC025521.1","AC025521.1","NA"
"PPM1E","PPM1E","NA"
"TRIM37","TRIM37","NA"
"AC099850.1","AC099850.1","NA"
"SKA2","SKA2","NA"
"PRR11","PRR11","NA"
"AC099850.2","AC099850.2","NA"
"AC099850.3","AC099850.3","NA"
"SMG8","SMG8","NA"
"GDPD1","GDPD1","NA"
"YPEL2","YPEL2","NA"
"AC091059.1","AC091059.1","NA"
"LINC01476","LINC01476","NA"
"DHX40","DHX40","NA"
"AC091271.1","AC091271.1","NA"
"CLTC","CLTC","NA"
"PTRH2","PTRH2","NA"
"VMP1","VMP1","NA"
"TUBD1","TUBD1","NA"
"RPS6KB1","RPS6KB1","NA"
"AC005702.1","AC005702.1","NA"
"RNFT1","RNFT1","NA"
"RNFT1.DT","RNFT1-DT","NA"
"HEATR6","HEATR6","NA"
"AC025048.4","AC025048.4","NA"
"AC025048.1","AC025048.1","NA"
"CA4","CA4","NA"
"USP32","USP32","NA"
"C17orf64","C17ORF64","NA"
"APPBP2","APPBP2","NA"
"AC011921.1","AC011921.1","NA"
"LINC01999","LINC01999","NA"
"PPM1D","PPM1D","NA"
"BCAS3","BCAS3","NA"
"AC005884.1","AC005884.1","NA"
"AC005884.2","AC005884.2","NA"
"AC005856.1","AC005856.1","NA"
"AC005746.3","AC005746.3","NA"
"AC005746.2","AC005746.2","NA"
"TBX2.AS1","TBX2-AS1","NA"
"TBX2","TBX2","NA"
"C17orf82","C17ORF82","NA"
"TBX4","TBX4","NA"
"AC005901.1","AC005901.1","NA"
"NACA2","NACA2","NA"
"BRIP1","BRIP1","NA"
"INTS2","INTS2","NA"
"MED13","MED13","NA"
"EFCAB3","EFCAB3","NA"
"METTL2A","METTL2A","NA"
"TLK2","TLK2","NA"
"AC080038.2","AC080038.2","NA"
"AC080038.1","AC080038.1","NA"
"MRC2","MRC2","NA"
"AC005821.1","AC005821.1","NA"
"MARCH10","MARCH10","NA"
"AC068512.1","AC068512.1","NA"
"AC005972.4","AC005972.4","NA"
"AC005972.1","AC005972.1","NA"
"TANC2","TANC2","NA"
"AC006270.1","AC006270.1","NA"
"AC015923.1","AC015923.1","NA"
"AC005828.2","AC005828.2","NA"
"AC005828.1","AC005828.1","NA"
"AC005828.3","AC005828.3","NA"
"AC005828.4","AC005828.4","NA"
"CYB561","CYB561","NA"
"AC005828.5","AC005828.5","NA"
"ACE","ACE","NA"
"AC113554.1","AC113554.1","NA"
"KCNH6","KCNH6","NA"
"DCAF7","DCAF7","NA"
"TACO1","TACO1","NA"
"MAP3K3","MAP3K3","NA"
"STRADA","STRADA","NA"
"LIMD2","LIMD2","NA"
"AC046185.1","AC046185.1","NA"
"CCDC47","CCDC47","NA"
"DDX42","DDX42","NA"
"FTSJ3","FTSJ3","NA"
"PSMC5","PSMC5","NA"
"SMARCD2","SMARCD2","NA"
"CSH2","CSH2","NA"
"GH2","GH2","NA"
"CSH1","CSH1","NA"
"CSHL1","CSHL1","NA"
"GH1","GH1","NA"
"CD79B","CD79B","NA"
"SCN4A","SCN4A","NA"
"AC127029.2","AC127029.2","NA"
"PRR29.AS1","PRR29-AS1","NA"
"PRR29","PRR29","NA"
"ICAM2","ICAM2","NA"
"ERN1","ERN1","NA"
"SNHG25","SNHG25","NA"
"TEX2","TEX2","NA"
"PECAM1","PECAM1","NA"
"MILR1","MILR1","NA"
"POLG2","POLG2","NA"
"DDX5","DDX5","NA"
"CEP95","CEP95","NA"
"SMURF2","SMURF2","NA"
"LRRC37A3","LRRC37A3","NA"
"AC103810.2","AC103810.2","NA"
"AC103810.5","AC103810.5","NA"
"AC037487.1","AC037487.1","NA"
"GNA13","GNA13","NA"
"AC037487.2","AC037487.2","NA"
"RGS9","RGS9","NA"
"LINC02563","LINC02563","NA"
"AXIN2","AXIN2","NA"
"AC004805.1","AC004805.1","NA"
"CEP112","CEP112","NA"
"APOH","APOH","NA"
"PRKCA","PRKCA","NA"
"PRKCA.AS1","PRKCA-AS1","NA"
"CACNG5","CACNG5","NA"
"CACNG4","CACNG4","NA"
"AC005544.1","AC005544.1","NA"
"AC005544.2","AC005544.2","NA"
"CACNG1","CACNG1","NA"
"HELZ","HELZ","NA"
"AC007448.2","AC007448.2","NA"
"AC007448.3","AC007448.3","NA"
"PSMD12","PSMD12","NA"
"PITPNC1","PITPNC1","NA"
"NOL11","NOL11","NA"
"BPTF","BPTF","NA"
"AC134407.1","AC134407.1","NA"
"C17orf58","C17ORF58","NA"
"KPNA2","KPNA2","NA"
"AC145343.1","AC145343.1","NA"
"AC005332.7","AC005332.7","NA"
"AC005332.4","AC005332.4","NA"
"AC005332.6","AC005332.6","NA"
"AC005332.8","AC005332.8","NA"
"AC005332.3","AC005332.3","NA"
"AC005332.5","AC005332.5","NA"
"AC005332.1","AC005332.1","NA"
"AMZ2","AMZ2","NA"
"ARSG","ARSG","NA"
"SLC16A6","SLC16A6","NA"
"WIPI1","WIPI1","NA"
"PRKAR1A","PRKAR1A","NA"
"FAM20A","FAM20A","NA"
"AC079210.1","AC079210.1","NA"
"LINC01482","LINC01482","NA"
"AC011591.1","AC011591.1","NA"
"ABCA8","ABCA8","NA"
"ABCA9.AS1","ABCA9-AS1","NA"
"ABCA9","ABCA9","NA"
"ABCA6","ABCA6","NA"
"ABCA10","ABCA10","NA"
"ABCA5","ABCA5","NA"
"MAP2K6","MAP2K6","NA"
"AC002546.1","AC002546.1","NA"
"LINC01483","LINC01483","NA"
"LINC01497","LINC01497","NA"
"AC005208.1","AC005208.1","NA"
"LINC01028","LINC01028","NA"
"KCNJ16","KCNJ16","NA"
"KCNJ2.AS1","KCNJ2-AS1","NA"
"KCNJ2","KCNJ2","NA"
"AC011990.1","AC011990.1","NA"
"AC007423.1","AC007423.1","NA"
"CASC17","CASC17","NA"
"AC118653.1","AC118653.1","NA"
"AC005144.1","AC005144.1","NA"
"ROCR","ROCR","NA"
"LINC01152","LINC01152","NA"
"LINC02097","LINC02097","NA"
"SOX9","SOX9","NA"
"LINC00511","LINC00511","NA"
"LINC02003","LINC02003","NA"
"AC007639.1","AC007639.1","NA"
"AC080037.1","AC080037.1","NA"
"SLC39A11","SLC39A11","NA"
"AC011120.1","AC011120.1","NA"
"SSTR2","SSTR2","NA"
"COG1","COG1","NA"
"AC097641.2","AC097641.2","NA"
"FAM104A","FAM104A","NA"
"C17orf80","C17ORF80","NA"
"CPSF4L","CPSF4L","NA"
"CDC42EP4","CDC42EP4","NA"
"SDK2","SDK2","NA"
"AC124804.1","AC124804.1","NA"
"AC032019.1","AC032019.1","NA"
"AC032019.2","AC032019.2","NA"
"AC125421.1","AC125421.1","NA"
"LINC00469","LINC00469","NA"
"LINC02092","LINC02092","NA"
"AC125421.2","AC125421.2","NA"
"AC137735.1","AC137735.1","NA"
"LINC02074","LINC02074","NA"
"RPL38","RPL38","NA"
"AC100786.1","AC100786.1","NA"
"TTYH2","TTYH2","NA"
"AC100786.2","AC100786.2","NA"
"DNAI2","DNAI2","NA"
"AC103809.1","AC103809.1","NA"
"KIF19","KIF19","NA"
"BTBD17","BTBD17","NA"
"GPR142","GPR142","NA"
"GPRC5C","GPRC5C","NA"
"CD300A","CD300A","NA"
"CD300LB","CD300LB","NA"
"CD300C","CD300C","NA"
"CD300LD","CD300LD","NA"
"C17orf77","C17ORF77","NA"
"AC064805.1","AC064805.1","NA"
"CD300E","CD300E","NA"
"RAB37","RAB37","NA"
"AC064805.2","AC064805.2","NA"
"CD300LF","CD300LF","NA"
"AC016888.1","AC016888.1","NA"
"SLC9A3R1","SLC9A3R1","NA"
"NAT9","NAT9","NA"
"TMEM104","TMEM104","NA"
"GRIN2C","GRIN2C","NA"
"FDXR","FDXR","NA"
"FADS6","FADS6","NA"
"USH1G","USH1G","NA"
"OTOP2","OTOP2","NA"
"OTOP3","OTOP3","NA"
"HID1","HID1","NA"
"HID1.AS1","HID1-AS1","NA"
"CDR2L","CDR2L","NA"
"MRPL58","MRPL58","NA"
"KCTD2","KCTD2","NA"
"ATP5PD","ATP5PD","NA"
"SLC16A5","SLC16A5","NA"
"ARMC7","ARMC7","NA"
"NT5C","NT5C","NA"
"JPT1","JPT1","NA"
"SUMO2","SUMO2","NA"
"NUP85","NUP85","NA"
"GGA3","GGA3","NA"
"MRPS7","MRPS7","NA"
"MIF4GD","MIF4GD","NA"
"AC022211.2","AC022211.2","NA"
"SLC25A19","SLC25A19","NA"
"GRB2","GRB2","NA"
"AC011933.4","AC011933.4","NA"
"AC011933.3","AC011933.3","NA"
"TMEM94","TMEM94","NA"
"CASKIN2","CASKIN2","NA"
"TSEN54","TSEN54","NA"
"LLGL2","LLGL2","NA"
"MYO15B","MYO15B","NA"
"RECQL5","RECQL5","NA"
"SMIM5","SMIM5","NA"
"SMIM6","SMIM6","NA"
"SAP30BP","SAP30BP","NA"
"AC087749.2","AC087749.2","NA"
"AC087749.1","AC087749.1","NA"
"ITGB4","ITGB4","NA"
"GALK1","GALK1","NA"
"H3F3B","H3F3B","NA"
"UNK","UNK","NA"
"AC087289.1","AC087289.1","NA"
"UNC13D","UNC13D","NA"
"WBP2","WBP2","NA"
"TRIM47","TRIM47","NA"
"AC087289.5","AC087289.5","NA"
"TRIM65","TRIM65","NA"
"AC087289.2","AC087289.2","NA"
"MRPL38","MRPL38","NA"
"AC087289.3","AC087289.3","NA"
"FBF1","FBF1","NA"
"ACOX1","ACOX1","NA"
"AC087289.4","AC087289.4","NA"
"TEN1","TEN1","NA"
"CDK3","CDK3","NA"
"EVPL","EVPL","NA"
"SRP68","SRP68","NA"
"ZACN","ZACN","NA"
"GALR2","GALR2","NA"
"EXOC7","EXOC7","NA"
"FOXJ1","FOXJ1","NA"
"RNF157.AS1","RNF157-AS1","NA"
"RNF157","RNF157","NA"
"UBALD2","UBALD2","NA"
"QRICH2","QRICH2","NA"
"PRPSAP1","PRPSAP1","NA"
"SPHK1","SPHK1","NA"
"UBE2O","UBE2O","NA"
"AANAT","AANAT","NA"
"RHBDF2","RHBDF2","NA"
"CYGB","CYGB","NA"
"PRCD","PRCD","NA"
"AC015802.4","AC015802.4","NA"
"AC015802.6","AC015802.6","NA"
"ST6GALNAC2","ST6GALNAC2","NA"
"AC015802.1","AC015802.1","NA"
"ST6GALNAC1","ST6GALNAC1","NA"
"AC005837.1","AC005837.1","NA"
"MXRA7","MXRA7","NA"
"AC005837.3","AC005837.3","NA"
"JMJD6","JMJD6","NA"
"METTL23","METTL23","NA"
"AC005837.2","AC005837.2","NA"
"SRSF2","SRSF2","NA"
"MFSD11","MFSD11","NA"
"LINC02080","LINC02080","NA"
"LINC00868","LINC00868","NA"
"MGAT5B","MGAT5B","NA"
"AC016168.1","AC016168.1","NA"
"SEC14L1","SEC14L1","NA"
"AC068594.1","AC068594.1","NA"
"AC068594.2","AC068594.2","NA"
"SEPT9","SEPT9","NA"
"AC111182.1","AC111182.1","NA"
"AC111170.1","AC111170.1","NA"
"AC021683.3","AC021683.3","NA"
"AC021683.2","AC021683.2","NA"
"AC021683.1","AC021683.1","NA"
"LINC01987","LINC01987","NA"
"LINC01973","LINC01973","NA"
"TNRC6C","TNRC6C","NA"
"TMC6","TMC6","NA"
"TMC8","TMC8","NA"
"C17orf99","C17ORF99","NA"
"SYNGR2","SYNGR2","NA"
"TK1","TK1","NA"
"AFMID","AFMID","NA"
"BIRC5","BIRC5","NA"
"TMEM235","TMEM235","NA"
"AC087645.4","AC087645.4","NA"
"LINC01993","LINC01993","NA"
"AC087645.2","AC087645.2","NA"
"SOCS3","SOCS3","NA"
"AC061992.1","AC061992.1","NA"
"PGS1","PGS1","NA"
"DNAH17","DNAH17","NA"
"LINC02081","LINC02081","NA"
"CYTH1","CYTH1","NA"
"USP36","USP36","NA"
"TIMP2","TIMP2","NA"
"AC022966.1","AC022966.1","NA"
"CEP295NL","CEP295NL","NA"
"AC100788.1","AC100788.1","NA"
"LGALS3BP","LGALS3BP","NA"
"CANT1","CANT1","NA"
"C1QTNF1.AS1","C1QTNF1-AS1","NA"
"C1QTNF1","C1QTNF1","NA"
"ENGASE","ENGASE","NA"
"RBFOX3","RBFOX3","NA"
"AC021534.1","AC021534.1","NA"
"LINC02078","LINC02078","NA"
"ENPP7","ENPP7","NA"
"CBX2","CBX2","NA"
"CBX8","CBX8","NA"
"AC100791.2","AC100791.2","NA"
"LINC01977","LINC01977","NA"
"CBX4","CBX4","NA"
"AC100791.1","AC100791.1","NA"
"LINC01979","LINC01979","NA"
"LINC01978","LINC01978","NA"
"TBC1D16","TBC1D16","NA"
"AC100791.3","AC100791.3","NA"
"AC116025.1","AC116025.1","NA"
"CCDC40","CCDC40","NA"
"GAA","GAA","NA"
"EIF4A3","EIF4A3","NA"
"AC087741.2","AC087741.2","NA"
"CARD14","CARD14","NA"
"AC087741.1","AC087741.1","NA"
"SGSH","SGSH","NA"
"SLC26A11","SLC26A11","NA"
"RNF213","RNF213","NA"
"AC124319.3","AC124319.3","NA"
"AC124319.2","AC124319.2","NA"
"ENDOV","ENDOV","NA"
"AC120024.1","AC120024.1","NA"
"NPTX1","NPTX1","NA"
"RPTOR","RPTOR","NA"
"AC016245.1","AC016245.1","NA"
"AC127496.3","AC127496.3","NA"
"AC127496.4","AC127496.4","NA"
"AC127496.1","AC127496.1","NA"
"CHMP6","CHMP6","NA"
"AC127496.6","AC127496.6","NA"
"AC127496.5","AC127496.5","NA"
"AC127496.2","AC127496.2","NA"
"BAIAP2.DT","BAIAP2-DT","NA"
"BAIAP2","BAIAP2","NA"
"AATK","AATK","NA"
"AC115099.1","AC115099.1","NA"
"PVALEF","PVALEF","NA"
"CEP131","CEP131","NA"
"AC027601.2","AC027601.2","NA"
"TEPSIN","TEPSIN","NA"
"AC027601.1","AC027601.1","NA"
"NDUFAF8","NDUFAF8","NA"
"SLC38A10","SLC38A10","NA"
"AC027601.4","AC027601.4","NA"
"LINC00482","LINC00482","NA"
"TMEM105","TMEM105","NA"
"AC027601.3","AC027601.3","NA"
"AC110285.6","AC110285.6","NA"
"AC110285.3","AC110285.3","NA"
"AC110285.1","AC110285.1","NA"
"AC110285.5","AC110285.5","NA"
"AC110285.2","AC110285.2","NA"
"BAHCC1","BAHCC1","NA"
"AC110285.4","AC110285.4","NA"
"LINC01971","LINC01971","NA"
"ACTG1","ACTG1","NA"
"AC139149.1","AC139149.1","NA"
"FSCN2","FSCN2","NA"
"FAAP100","FAAP100","NA"
"NPLOC4","NPLOC4","NA"
"TSPAN10","TSPAN10","NA"
"PDE6G","PDE6G","NA"
"OXLD1","OXLD1","NA"
"CCDC137","CCDC137","NA"
"ARL16","ARL16","NA"
"HGS","HGS","NA"
"AC139530.3","AC139530.3","NA"
"AC139530.1","AC139530.1","NA"
"MRPL12","MRPL12","NA"
"AC139530.2","AC139530.2","NA"
"SLC25A10","SLC25A10","NA"
"GCGR","GCGR","NA"
"MCRIP1","MCRIP1","NA"
"PPP1R27","PPP1R27","NA"
"P4HB","P4HB","NA"
"AC145207.3","AC145207.3","NA"
"ARHGDIA","ARHGDIA","NA"
"AC145207.2","AC145207.2","NA"
"AC145207.5","AC145207.5","NA"
"AC145207.6","AC145207.6","NA"
"ALYREF","ALYREF","NA"
"ANAPC11","ANAPC11","NA"
"NPB","NPB","NA"
"PCYT2","PCYT2","NA"
"SIRT7","SIRT7","NA"
"MAFG","MAFG","NA"
"AC145207.8","AC145207.8","NA"
"MAFG.DT","MAFG-DT","NA"
"PYCR1","PYCR1","NA"
"AC145207.4","AC145207.4","NA"
"MYADML2","MYADML2","NA"
"AC145207.1","AC145207.1","NA"
"NOTUM","NOTUM","NA"
"AC145207.7","AC145207.7","NA"
"ASPSCR1","ASPSCR1","NA"
"CENPX","CENPX","NA"
"LRRC45","LRRC45","NA"
"RAC3","RAC3","NA"
"DCXR","DCXR","NA"
"AC137723.1","AC137723.1","NA"
"RFNG","RFNG","NA"
"GPS1","GPS1","NA"
"DUS1L","DUS1L","NA"
"FASN","FASN","NA"
"CCDC57","CCDC57","NA"
"AC129510.1","AC129510.1","NA"
"AC129510.2","AC129510.2","NA"
"AC132872.2","AC132872.2","NA"
"SLC16A3","SLC16A3","NA"
"CSNK1D","CSNK1D","NA"
"AC132872.3","AC132872.3","NA"
"LINC01970","LINC01970","NA"
"AC132872.1","AC132872.1","NA"
"CD7","CD7","NA"
"SECTM1","SECTM1","NA"
"TEX19","TEX19","NA"
"UTS2R","UTS2R","NA"
"AC132938.1","AC132938.1","NA"
"OGFOD3","OGFOD3","NA"
"HEXDC","HEXDC","NA"
"CYBC1","CYBC1","NA"
"AC132938.3","AC132938.3","NA"
"NARF","NARF","NA"
"NARF.AS1","NARF-AS1","NA"
"FOXK2","FOXK2","NA"
"AC124283.2","AC124283.2","NA"
"AC124283.1","AC124283.1","NA"
"WDR45B","WDR45B","NA"
"RAB40B","RAB40B","NA"
"AC024361.2","AC024361.2","NA"
"FN3KRP","FN3KRP","NA"
"AC024361.3","AC024361.3","NA"
"FN3K","FN3K","NA"
"TBCD","TBCD","NA"
"AC068014.1","AC068014.1","NA"
"ZNF750","ZNF750","NA"
"AC087222.1","AC087222.1","NA"
"B3GNTL1","B3GNTL1","NA"
"AC130371.1","AC130371.1","NA"
"METRNL","METRNL","NA"
"AC130371.2","AC130371.2","NA"
"AC144831.1","AC144831.1","NA"
"AC139099.2","AC139099.2","NA"
"AC139099.3","AC139099.3","NA"
"AC139099.1","AC139099.1","NA"
"LINC02564","LINC02564","NA"
"AP005530.1","AP005530.1","NA"
"TUBB8P12","TUBB8P12","NA"
"AP001005.3","AP001005.3","NA"
"USP14","USP14","NA"
"THOC1","THOC1","NA"
"AP000845.1","AP000845.1","NA"
"AP000915.1","AP000915.1","NA"
"COLEC12","COLEC12","NA"
"LINC01925","LINC01925","NA"
"CETN1","CETN1","NA"
"CLUL1","CLUL1","NA"
"AP001178.3","AP001178.3","NA"
"TYMS","TYMS","NA"
"ENOSF1","ENOSF1","NA"
"AP001178.2","AP001178.2","NA"
"YES1","YES1","NA"
"AP001020.3","AP001020.3","NA"
"AP001020.1","AP001020.1","NA"
"AP000894.4","AP000894.4","NA"
"AP000894.3","AP000894.3","NA"
"ADCYAP1","ADCYAP1","NA"
"LINC01904","LINC01904","NA"
"AP005328.2","AP005328.2","NA"
"AP005328.1","AP005328.1","NA"
"LINC00470","LINC00470","NA"
"AC008109.1","AC008109.1","NA"
"AC019183.1","AC019183.1","NA"
"AP005057.1","AP005057.1","NA"
"AP005230.1","AP005230.1","NA"
"METTL4","METTL4","NA"
"NDC80","NDC80","NA"
"SMCHD1","SMCHD1","NA"
"AP001011.1","AP001011.1","NA"
"EMILIN2","EMILIN2","NA"
"LPIN2","LPIN2","NA"
"AP000919.4","AP000919.4","NA"
"AP000919.2","AP000919.2","NA"
"AP000919.3","AP000919.3","NA"
"MYOM1","MYOM1","NA"
"AP005329.2","AP005329.2","NA"
"AP005329.3","AP005329.3","NA"
"MYL12A","MYL12A","NA"
"AP005329.1","AP005329.1","NA"
"MYL12B","MYL12B","NA"
"AP001025.1","AP001025.1","NA"
"LINC01895","LINC01895","NA"
"IGLJCOR18","IGLJCOR18","NA"
"TGIF1","TGIF1","NA"
"GAPLINC","GAPLINC","NA"
"DLGAP1","DLGAP1","NA"
"DLGAP1.AS1","DLGAP1-AS1","NA"
"DLGAP1.AS2","DLGAP1-AS2","NA"
"AP002478.1","AP002478.1","NA"
"DLGAP1.AS3","DLGAP1-AS3","NA"
"DLGAP1.AS4","DLGAP1-AS4","NA"
"DLGAP1.AS5","DLGAP1-AS5","NA"
"AP005203.1","AP005203.1","NA"
"LINC01892","LINC01892","NA"
"AKAIN1","AKAIN1","NA"
"AP005380.1","AP005380.1","NA"
